id,n_clauses,fl_problem,nl_problem,nl_solution,fl_problem_renamed,dsl_problem_renamed
436,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle a g e g a g e g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AG,EG) = ∠(AG,EG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle a g e g a g e g",
437,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio a g e g a g e g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AG:EG = AG:EG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio a g e g a g e g",
438,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle a f a g a f a g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AF,AG) = ∠(AF,AG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle a f a g a f a g",
439,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio a f a g a f a g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AF:AG = AF:AG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio a f a g a f a g",
440,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? sameclock a f g a f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G
 (Numerical Check)=> AFG are sameclock to AFG [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? sameclock a f g a f g",
441,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle a f f g a f f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AF,FG) = ∠(AF,FG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle a f f g a f f g",
442,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio a f f g a f f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AF:FG = AF:FG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio a f f g a f f g",
443,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle a g f g a g f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AG,FG) = ∠(AG,FG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle a g f g a g f g",
444,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio a g f g a g f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AG:FG = AG:FG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio a g f g a g f g",
445,1,a b c d = eqdia_quadrangle a b c d ? eqangle b c b d b c b d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BC,BD) = ∠(BC,BD) [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqangle b c b d b c b d,
446,1,a b c d = eqdia_quadrangle a b c d ? eqratio b c b d b c b d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BC:BD = BC:BD [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqratio b c b d b c b d,
447,1,a b c d = eqdia_quadrangle a b c d ? sameclock b c d b c d,,"==========================
* From theorem premises:
Points : A, B, C, D
 (Numerical Check)=> BCD are sameclock to BCD [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================",a b c d = eqdia_quadrangle a b c d ? sameclock b c d b c d,
448,1,a b c d = eqdia_quadrangle a b c d ? eqangle b c c d b c c d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BC,CD) = ∠(BC,CD) [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqangle b c c d b c c d,
449,1,a b c d = eqdia_quadrangle a b c d ? eqratio b c c d b c c d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BC:CD = BC:CD [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqratio b c c d b c c d,
450,1,a b c d = eqdia_quadrangle a b c d ? eqangle b d c d b d c d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BD,CD) = ∠(BD,CD) [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqangle b d c d b d c d,
451,1,a b c d = eqdia_quadrangle a b c d ? eqratio b d c d b d c d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BD:CD = BD:CD [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqratio b d c d b d c d,
452,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle b c b e b c b e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BC,BE) = ∠(BC,BE) [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle b c b e b c b e,
453,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio b c b e b c b e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BC:BE = BC:BE [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio b c b e b c b e,
454,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? sameclock b c e b c e,,"==========================
* From theorem premises:
Points : A, B, C, D, E
 (Numerical Check)=> BCE are sameclock to BCE [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? sameclock b c e b c e,
455,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle b c c e b c c e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BC,CE) = ∠(BC,CE) [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle b c c e b c c e,
456,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio b c c e b c c e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BC:CE = BC:CE [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio b c c e b c c e,
457,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle b e c e b e c e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BE,CE) = ∠(BE,CE) [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle b e c e b e c e,
458,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio b e c e b e c e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BE:CE = BE:CE [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio b e c e b e c e,
459,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b c b f b c b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BC,BF) = ∠(BC,BF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b c b f b c b f",
460,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b c b f b c b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BC:BF = BC:BF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b c b f b c b f",
461,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? sameclock b c f b c f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F
 (Numerical Check)=> BCF are sameclock to BCF [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? sameclock b c f b c f",
462,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b c c f b c c f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BC,CF) = ∠(BC,CF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b c c f b c c f",
463,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b c c f b c c f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BC:CF = BC:CF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b c c f b c c f",
464,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b f c f b f c f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BF,CF) = ∠(BF,CF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b f c f b f c f",
465,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b f c f b f c f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BF:CF = BF:CF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b f c f b f c f",
466,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b c b g b c b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BC,BG) = ∠(BC,BG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b c b g b c b g",
467,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b c b g b c b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BC:BG = BC:BG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b c b g b c b g",
468,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? sameclock b c g b c g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G
 (Numerical Check)=> BCG are sameclock to BCG [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? sameclock b c g b c g",
469,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b c c g b c c g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BC,CG) = ∠(BC,CG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b c c g b c c g",
470,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b c c g b c c g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BC:CG = BC:CG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b c c g b c c g",
471,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b g c g b g c g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BG,CG) = ∠(BG,CG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b g c g b g c g",
472,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b g c g b g c g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BG:CG = BG:CG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b g c g b g c g",
473,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle b d b e b d b e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BD,BE) = ∠(BD,BE) [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle b d b e b d b e,
474,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio b d b e b d b e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BD:BE = BD:BE [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio b d b e b d b e,
475,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? sameclock b d e b d e,,"==========================
* From theorem premises:
Points : A, B, C, D, E
 (Numerical Check)=> BDE are sameclock to BDE [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? sameclock b d e b d e,
476,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle b d d e b d d e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BD,DE) = ∠(BD,DE) [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle b d d e b d d e,
477,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio b d d e b d d e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BD:DE = BD:DE [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio b d d e b d d e,
478,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle b e d e b e d e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BE,DE) = ∠(BE,DE) [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle b e d e b e d e,
479,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio b e d e b e d e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BE:DE = BE:DE [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio b e d e b e d e,
480,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b d b f b d b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BD,BF) = ∠(BD,BF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b d b f b d b f",
481,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b d b f b d b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BD:BF = BD:BF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b d b f b d b f",
482,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? sameclock b d f b d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F
 (Numerical Check)=> BDF are sameclock to BDF [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? sameclock b d f b d f",
483,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b d d f b d d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BD,DF) = ∠(BD,DF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b d d f b d d f",
484,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b d d f b d d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BD:DF = BD:DF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b d d f b d d f",
485,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b f d f b f d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BF,DF) = ∠(BF,DF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b f d f b f d f",
486,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b f d f b f d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BF:DF = BF:DF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b f d f b f d f",
487,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b d b g b d b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BD,BG) = ∠(BD,BG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b d b g b d b g",
488,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b d b g b d b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BD:BG = BD:BG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b d b g b d b g",
489,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? sameclock b d g b d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G
 (Numerical Check)=> BDG are sameclock to BDG [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? sameclock b d g b d g",
490,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b d d g b d d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BD,DG) = ∠(BD,DG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b d d g b d d g",
491,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b d d g b d d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BD:DG = BD:DG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b d d g b d d g",
492,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b g d g b g d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BG,DG) = ∠(BG,DG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b g d g b g d g",
493,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b g d g b g d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BG:DG = BG:DG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b g d g b g d g",
494,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b e b f b e b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BE,BF) = ∠(BE,BF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b e b f b e b f",
